,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
519142,9,3,1801,1740,1931,1915,150,155,134,16,21,DFW,PHX,868,5,11,0,16,0,0,0,0
520015,9,3,1302,1245,1640,1615,158,150,101,25,17,DEN,ORD,888,9,48,0,0,7,8,0,10
520046,9,3,1556,1545,1924,1845,148,120,93,39,11,DEN,DFW,641,18,37,0,0,0,38,0,1
520434,9,3,1304,1205,1426,1325,82,80,53,61,59,SFO,LAX,337,13,16,0,0,0,2,0,59
520465,9,3,2038,1825,2228,2014,170,169,147,134,133,DFW,SLC,988,6,17,0,92,0,1,0,41
520527,9,3,1033,1000,1225,1125,112,85,98,60,33,LAX,SFO,337,5,9,0,0,0,54,0,6
520616,9,3,1556,1535,1931,1845,215,190,178,46,21,MIA,BOS,1258,7,30,0,21,0,25,0,0
520957,9,3,2012,1950,2213,2135,241,225,214,38,22,DFW,SMF,1431,6,21,0,22,0,16,0,0
521019,9,3,50,2000,223,2140,153,160,136,283,290,SJU,FLL,1046,5,12,0,16,0,0,0,267
521050,9,3,1501,1410,1621,1530,80,80,62,51,51,LAX,SFO,337,5,13,0,0,0,0,0,51
521291,9,3,1705,1620,2035,1945,150,145,126,50,45,FLL,SJU,1046,7,17,0,45,0,5,0,0
521465,9,3,1218,1155,1830,1755,252,240,208,35,23,LAX,BNA,1797,5,39,0,23,0,12,0,0
521946,9,3,1750,1650,2041,1955,171,185,145,46,60,EWR,MIA,1086,13,13,0,6,0,0,0,40
522278,9,3,2014,1945,2152,2135,158,170,144,17,29,LGA,STL,887,3,11,0,0,0,0,0,17
522337,9,3,1621,1515,1918,1825,117,130,97,53,66,BNA,LGA,764,7,13,0,0,0,53,0,0
522580,9,3,1943,1900,2214,2125,271,265,247,49,43,DFW,SEA,1660,7,17,0,41,0,6,0,2
522768,9,3,2120,2110,2341,2320,201,190,169,21,10,MIA,ORD,1197,7,25,0,10,0,11,0,0
522951,9,3,1408,1340,1520,1500,192,200,179,20,28,DFW,BUR,1231,3,10,0,20,0,0,0,0
523219,9,3,1234,1150,1329,1250,55,60,37,39,44,MIA,MCO,193,4,14,0,7,0,0,0,32
523490,9,3,1022,955,1215,1150,113,115,93,25,27,ORD,TUL,585,2,18,0,0,0,1,0,24
523678,9,3,1359,1345,1707,1625,368,340,334,42,14,FLL,LAX,2342,9,25,0,14,0,28,0,0
523978,9,3,740,655,1002,925,262,270,242,37,45,ORD,LAX,1745,4,16,0,37,0,0,0,0
524037,9,3,2008,1520,2339,1850,151,150,128,289,288,MIA,SJU,1045,4,19,0,287,0,1,0,1
524099,9,3,1906,1655,2118,1850,192,175,137,148,131,SJU,MIA,1045,37,18,0,1,0,17,0,130
524452,9,3,1416,1340,1625,1550,189,190,164,35,36,MIA,DFW,1121,10,15,0,26,0,0,0,9
525084,9,3,1726,1700,2048,2025,142,145,123,23,26,DFW,CLT,936,6,13,0,23,0,0,0,0
525382,9,3,1829,1800,2227,2145,178,165,151,42,29,MCO,SJU,1189,6,21,0,0,0,13,0,29
525537,9,3,1530,1455,1836,1805,126,130,94,31,35,EGE,DFW,720,13,19,0,3,0,0,0,28
525634,9,3,1809,1740,1917,1845,68,65,39,32,29,DFW,TUL,237,4,25,0,0,0,3,0,29
525665,9,3,1522,1435,1716,1640,114,125,97,36,47,BNA,DFW,631,7,10,0,0,0,0,0,36
525696,9,3,1317,1215,1454,1355,157,160,119,59,62,LGA,BNA,764,7,31,0,0,0,0,0,59
525758,9,3,2153,2100,44,5,171,185,154,39,53,MIA,BOS,1258,5,12,0,16,0,0,0,23
525913,9,3,1459,1405,1607,1530,68,85,50,37,54,SFO,LAX,337,5,13,0,0,0,0,0,37
525944,9,3,1323,1245,1437,1405,134,140,112,32,38,DFW,EGE,720,4,18,0,4,0,0,0,28
526010,9,3,1939,1835,2051,1950,132,135,100,61,64,EGE,LAX,748,5,27,0,0,0,0,0,61
526040,9,3,1808,1735,2120,2045,132,130,114,35,33,LAX,EGE,748,5,13,0,0,0,3,0,32
527554,9,3,1107,945,1311,1200,124,135,107,71,82,ATL,LGA,761,3,14,0,0,0,67,0,4
527868,9,3,1951,1925,2226,2140,155,135,111,46,26,ATL,LGA,761,3,41,0,0,0,46,0,0
527896,9,3,902,755,1548,1400,286,245,187,108,67,EGE,EWR,1725,11,88,0,67,0,41,0,0
527927,9,3,1645,1500,1905,1730,260,270,242,95,105,EWR,EGE,1725,5,13,0,6,0,0,0,89
528670,9,3,2156,2100,144,55,168,175,152,49,56,DFW,PHL,1302,4,12,0,0,0,0,0,49
528698,9,3,1617,1515,2122,2015,185,180,152,67,62,LAX,DFW,1235,12,21,0,0,0,5,0,62
528794,9,3,1736,1700,2215,2155,159,175,144,20,36,LAX,DFW,1235,6,9,0,6,0,0,0,14
528825,9,3,1744,1700,1858,1820,194,200,176,38,44,DFW,LAX,1235,6,12,0,38,0,0,0,0
528886,9,3,202,100,706,610,184,190,163,56,62,SFO,DFW,1464,10,11,0,0,0,0,0,56
529009,9,3,1858,1820,2005,1940,187,200,169,25,38,DFW,LAX,1235,4,14,0,25,0,0,0,0
529470,9,3,1930,1855,2152,2105,202,190,165,47,35,MIA,DFW,1121,5,32,0,35,0,12,0,0
477435,10,4,1203,1100,1559,1419,416,379,365,100,63,JFK,SFO,2586,4,47,0,0,0,100,0,0
477497,10,4,29,2230,906,645,337,315,303,141,119,SFO,JFK,2586,21,13,0,0,0,22,0,119
477554,10,4,1656,1530,53,2346,297,316,277,67,86,SFO,JFK,2586,8,12,0,0,0,0,0,67
477733,10,4,5,2345,852,755,347,310,303,57,20,LAX,JFK,2475,22,22,0,20,0,37,0,0
478012,10,4,1726,1705,2005,1935,159,150,115,30,21,ORD,DFW,802,12,32,0,0,0,30,0,0
478229,10,4,1354,1300,1555,1520,121,140,99,35,54,DFW,ORD,802,7,15,0,35,0,0,0,0
478663,10,4,2338,2325,814,750,336,325,305,24,13,SFO,BOS,2704,10,21,0,0,0,11,0,13
478849,10,4,1907,1745,2338,2120,451,395,364,138,82,JFK,SFO,2586,4,83,0,0,0,138,0,0
479083,10,4,1516,1425,2322,2250,306,325,283,32,51,SFO,BOS,2704,5,18,0,32,0,0,0,0
479111,10,4,2122,1840,32,2215,370,395,355,137,162,BOS,SFO,2704,5,10,0,15,0,122,0,0
479266,10,4,1720,1630,2026,1950,366,380,350,36,50,BOS,SAN,2588,3,13,0,36,0,0,0,0
479356,10,4,25,2345,1046,1020,381,395,355,26,40,LAX,SJU,3386,4,22,0,26,0,0,0,0
479427,10,4,58,2355,748,655,290,300,265,53,63,KOA,LAX,2504,14,11,0,0,0,0,0,53
479458,10,4,1954,1845,2350,2225,356,340,326,85,69,LAX,KOA,2504,6,24,0,64,0,16,0,5
479613,10,4,1633,1615,1929,1910,356,355,316,19,18,JFK,LAS,2248,6,34,0,0,0,9,0,10
479644,10,4,738,730,1535,1510,297,280,272,25,8,LAS,JFK,2248,10,15,0,8,0,17,0,0
479675,10,4,17,2320,747,705,270,285,249,42,57,LAX,FLL,2342,4,17,0,10,0,0,0,32
479737,10,4,2041,2025,37,20,356,355,335,17,16,LAX,HNL,2556,4,17,0,3,0,1,0,13
479985,10,4,1621,1520,2010,1910,349,350,327,60,61,LAX,HNL,2556,5,17,0,60,0,0,0,0
480295,10,4,941,815,1219,1050,338,335,307,89,86,MIA,LAX,2342,12,19,0,10,0,3,0,76
480858,10,4,703,650,826,810,143,140,117,16,13,ATL,DFW,732,8,18,0,13,0,3,0,0
481130,10,4,1527,1505,2052,2035,205,210,167,17,22,SFO,DFW,1464,13,25,0,0,0,0,0,17
481161,10,4,1023,1000,1144,1110,81,70,60,34,23,ORD,STL,258,4,17,0,23,0,11,0,0
481404,10,4,1716,1705,1850,1815,94,70,57,35,11,ORD,STL,258,4,33,0,11,0,24,0,0
481432,10,4,2330,2135,227,30,117,115,93,117,115,ORD,LGA,733,3,21,0,0,0,56,0,61
481462,10,4,1610,1445,2146,2040,216,235,199,66,85,SNA,ORD,1726,5,12,0,0,0,50,0,16
481641,10,4,1619,1600,1904,1840,165,160,137,24,19,AUS,ORD,978,6,22,0,0,0,5,0,19
481671,10,4,1955,1930,2317,2240,142,130,97,37,25,ORD,LGA,733,5,40,0,0,0,28,0,9
481850,10,4,1439,1320,1838,1720,179,180,154,78,79,ELP,ORD,1236,10,15,0,78,0,0,0,0
481881,10,4,1934,1815,2246,2125,132,130,98,81,79,ORD,LGA,733,4,30,0,0,0,18,0,63
482033,10,4,2032,1929,2309,2109,217,160,129,120,63,LGA,ORD,733,16,72,0,0,0,120,0,0
482334,10,4,1017,820,1127,925,70,65,47,122,117,DFW,SAT,247,4,19,0,9,0,5,0,108
482365,10,4,749,615,933,735,164,140,134,118,94,IND,DFW,762,4,26,0,94,0,24,0,0
482457,10,4,2043,2000,2307,2130,204,150,127,97,43,LGA,ORD,733,8,69,0,0,0,59,0,38
482726,10,4,1857,1845,2102,2045,125,120,90,17,12,MIA,ATL,595,15,20,0,0,0,5,0,12
483588,10,4,2239,2215,2351,2330,132,135,116,21,24,DFW,TUS,813,3,13,0,0,0,0,0,21
483701,10,4,2115,2040,10,2330,115,110,97,40,35,ORD,PHL,678,5,13,0,0,0,5,0,35
483732,10,4,1834,1755,2041,1955,127,120,103,46,39,TUL,ORD,585,8,16,0,0,0,46,0,0
483820,10,4,1058,1030,1338,1305,220,215,189,33,28,LGA,MSY,1183,3,28,0,28,0,5,0,0
484147,10,4,1624,1600,1948,1930,144,150,124,18,24,DFW,RDU,1062,5,15,0,2,0,0,0,16
484328,10,4,1857,1845,2021,2000,204,195,178,21,12,AUS,LAX,1242,7,19,0,0,0,14,0,7
484355,10,4,1827,1815,2001,1945,94,90,73,16,12,MSP,ORD,334,12,9,0,0,0,15,0,1
484631,10,4,2252,2230,2349,2330,117,120,100,19,22,MIA,MSY,674,5,12,0,10,0,0,0,9
484662,10,4,1925,1855,2205,2145,160,170,139,20,30,PHL,MIA,1013,4,17,0,0,0,1,0,19
484817,10,4,1131,1010,1429,1255,298,285,264,94,81,ORD,SFO,1846,6,28,0,0,0,94,0,0
484910,10,4,1834,1815,2141,2105,127,110,89,36,19,ORD,RDU,647,11,27,0,0,0,17,0,19
484941,10,4,1654,1510,1927,1730,273,260,229,117,104,ORD,LAX,1745,9,35,0,104,0,13,0,0
485182,10,4,1859,1850,2107,2040,248,230,220,27,9,DFW,SFO,1464,5,23,0,0,0,27,0,0
485243,10,4,2013,1930,2320,2250,127,140,111,30,43,DFW,CLT,936,3,13,0,30,0,0,0,0
485574,10,4,955,905,1153,1105,178,180,159,48,50,SJU,MCO,1189,4,15,0,48,0,0,0,0
485635,10,4,1828,1755,2311,2245,163,170,141,26,33,SAN,DFW,1171,5,17,0,0,0,0,0,26
485663,10,4,1159,1125,1636,1610,157,165,134,26,34,LAS,DFW,1055,5,18,0,21,0,0,0,5
485787,10,4,2218,2100,9,2255,111,115,87,74,78,ORD,TUL,585,5,19,0,27,0,9,0,38
486117,10,4,1755,1735,2332,2255,217,200,178,37,20,SJC,AUS,1476,8,31,0,0,0,17,0,20
486570,10,4,2043,1945,31,2310,228,205,185,81,58,BOS,MIA,1258,28,15,0,0,0,23,0,58
486871,10,4,1831,1740,2242,2020,251,160,140,142,51,SAT,ORD,1041,6,105,0,0,0,142,0,0
487049,10,4,1820,1740,1924,1835,184,175,156,49,40,DFW,LAS,1055,7,21,0,40,0,9,0,0
487170,10,4,2103,1915,13,2215,190,180,156,118,108,LGA,TPA,1011,5,29,0,108,0,10,0,0
487417,10,4,1807,1635,30,2240,263,245,218,110,92,SFO,ORD,1846,5,40,0,0,0,18,0,92
487534,10,4,1534,1520,1640,1620,66,60,42,20,14,DFW,AUS,190,10,14,0,14,0,6,0,0
487674,10,4,1724,1710,1950,1935,206,205,186,15,14,FLL,ORD,1182,5,15,0,14,0,1,0,0
488068,10,4,1453,1415,1641,1600,168,165,149,41,38,MIA,STL,1068,6,13,0,38,0,3,0,0
488152,10,4,2117,2110,15,2359,178,169,140,16,7,MIA,JFK,1090,16,22,0,7,0,9,0,0
488272,10,4,1755,1700,2046,2000,171,180,148,46,55,MIA,LGA,1097,4,19,0,38,0,0,0,8
488562,10,4,2024,1950,2304,2215,280,265,237,49,34,ORD,LAX,1745,11,32,0,0,0,17,0,32
488624,10,4,1915,1835,2227,2210,192,215,165,17,40,JFK,MIA,1090,3,24,0,17,0,0,0,0
489749,10,4,1809,1750,2106,2010,297,260,262,56,19,MIA,DEN,1709,10,25,0,0,0,37,0,19
490086,10,4,1732,1700,1950,1910,258,250,240,40,32,DFW,PDX,1616,3,15,0,32,0,8,0,0
490117,10,4,2052,1825,2355,2145,123,140,100,130,147,LAX,DEN,862,6,17,0,0,0,0,0,130
490148,10,4,1846,1615,2019,1735,93,80,50,164,151,SFO,LAX,337,13,30,0,0,0,13,0,151
490210,10,4,2022,2010,23,5,181,175,157,18,12,ORD,MIA,1197,5,19,0,0,0,18,0,0
490334,10,4,1526,1450,2153,2115,267,265,248,38,36,DFW,SJU,2165,6,13,0,36,0,2,0,0
490779,10,4,1940,1815,2248,2135,128,140,111,73,85,DEN,ORD,888,9,8,0,0,0,69,0,4
491015,10,4,1839,1810,2311,2225,212,195,176,46,29,TUS,ORD,1437,7,29,0,21,0,17,0,8
491287,10,4,1216,1155,1632,1615,196,200,164,17,21,DFW,LGA,1389,4,28,0,17,0,0,0,0
491318,10,4,1152,1005,1245,1110,53,65,38,95,107,SAT,DFW,247,7,8,0,0,0,0,0,95
491411,10,4,1400,1325,1816,1745,196,200,176,31,35,DFW,LGA,1389,4,16,0,31,0,0,0,0
491926,10,4,1915,1840,2020,1950,185,190,169,30,35,DFW,SNA,1205,5,11,0,30,0,0,0,0
492335,10,4,1840,1810,1948,1910,68,60,39,38,30,AUS,DFW,190,11,18,0,0,0,9,0,29
492366,10,4,2024,1955,18,2359,174,184,159,19,29,DFW,LGA,1389,4,11,0,1,0,0,0,18
492489,10,4,913,830,1216,1145,183,195,146,31,43,LGA,MIA,1097,3,34,0,31,0,0,0,0
492520,10,4,1701,1245,2018,1615,137,150,122,243,256,MIA,STT,1107,3,12,0,218,0,0,0,25
492675,10,4,1913,1840,2224,2140,251,240,216,44,33,LGA,DFW,1389,7,28,0,7,0,11,0,26
492825,10,4,2134,2045,26,2335,232,230,213,51,49,LGA,DFW,1389,5,14,0,8,0,2,0,41
492914,10,4,1732,1715,2323,2250,231,215,183,33,17,LAS,ORD,1515,9,39,0,0,0,33,0,0
492945,10,4,1703,1630,2025,2000,142,150,123,25,33,MIA,STT,1107,3,16,0,1,0,0,0,24
493065,10,4,1229,1215,1623,1559,174,164,152,24,14,DFW,DCA,1192,3,19,0,14,0,10,0,0
493329,10,4,1432,1420,1702,1645,210,205,190,17,12,DCA,DFW,1192,7,13,0,0,9,5,0,3
493360,10,4,1523,1500,1722,1700,119,120,100,22,23,MIA,RDU,700,5,14,0,5,0,0,0,17
493422,10,4,1724,1710,1859,1835,155,145,120,24,14,DFW,TUS,813,4,31,0,14,0,10,0,0
493930,10,4,1858,1830,2101,2040,183,190,170,21,28,RDU,DFW,1062,5,8,0,6,0,0,0,15
494130,10,4,2310,2155,126,2359,76,64,50,87,75,ORD,DTW,235,7,19,0,0,0,12,0,75
494192,10,4,1416,1340,1613,1550,177,190,159,23,36,PBI,ORD,1144,9,9,0,23,0,0,0,0
494836,10,4,1615,1555,2054,2030,159,155,127,24,20,LAS,DFW,1055,6,26,0,10,0,4,0,10
495045,10,4,1809,1420,2118,1715,189,175,145,243,229,MIA,JFK,1090,24,20,0,151,0,14,0,78
495199,10,4,1513,1410,1815,1715,122,125,107,60,63,BNA,MIA,806,4,11,0,0,52,0,0,8
495863,10,4,1902,1820,2149,2105,347,345,326,44,42,MIA,LAX,2342,5,16,0,3,0,2,0,39
495987,10,4,1609,1530,1843,1815,154,165,136,28,39,MIA,PHL,1013,6,12,0,11,0,0,0,17
496018,10,4,1529,1505,1727,1650,238,225,215,37,24,AUS,SJC,1476,7,16,0,16,0,13,0,8
496200,10,4,1848,1840,2000,1945,132,125,105,15,8,DFW,DEN,641,8,19,0,8,0,7,0,0
496355,10,4,1850,1735,1921,1759,91,84,57,82,75,DTW,ORD,235,6,28,0,0,0,82,0,0
496383,10,4,2007,1850,2223,2105,196,195,166,78,77,ORD,ELP,1236,3,27,0,0,0,12,0,66
496870,10,4,1824,1655,2201,2035,157,160,134,86,89,DFW,MIA,1121,8,15,0,70,0,0,0,16
496994,10,4,1057,915,1325,1135,268,260,247,110,102,STL,SFO,1736,4,17,0,0,0,110,0,0
497323,10,4,1915,1800,1948,1815,93,75,68,93,75,IND,ORD,177,9,16,0,0,0,86,0,7
497354,10,4,2026,1905,24,2300,178,175,158,84,81,ORD,PBI,1144,6,14,0,0,0,6,0,78
497443,10,4,1709,1640,1936,1910,207,210,187,26,29,DCA,DFW,1192,7,13,0,5,0,0,0,21
497474,10,4,2016,1955,2135,2115,139,140,118,20,21,DFW,TUS,813,5,16,0,0,0,0,0,20
497659,10,4,1834,1825,2109,2020,215,175,147,49,9,CLT,DFW,936,36,32,0,0,5,40,0,4
497687,10,4,2139,2105,2236,2205,117,120,100,31,34,DFW,DEN,641,5,12,0,31,0,0,0,0
497838,10,4,1247,1215,1617,1600,150,165,133,17,32,MCO,SJU,1189,4,13,0,0,0,0,0,17
497958,10,4,2100,2005,2307,2150,187,165,145,77,55,BOS,ORD,867,5,37,0,0,0,77,0,0
498172,10,4,2128,2010,2357,2230,149,140,125,87,78,ORD,MSY,837,7,17,0,0,0,29,0,58
498894,10,4,1115,905,1337,1140,142,155,121,117,130,MSP,DFW,852,8,13,0,112,0,0,0,5
498925,10,4,1914,1845,2016,1945,62,60,40,31,29,DFW,AUS,190,3,19,0,5,0,2,0,24
498986,10,4,1602,1535,2048,2025,166,170,147,23,27,ONT,DFW,1189,11,8,0,14,0,0,0,9
499103,10,4,1150,1130,1340,1315,230,225,213,25,20,DFW,SMF,1431,4,13,0,20,0,5,0,0
499164,10,4,1411,1405,1547,1515,96,70,59,32,6,ORD,STL,258,5,32,0,0,6,26,0,0
499409,10,4,930,840,1514,1420,224,220,196,54,50,DEN,MIA,1709,15,13,0,50,0,4,0,0
499738,10,4,907,830,1133,1050,146,140,132,43,37,ORD,MSY,837,3,11,0,37,0,6,0,0
499974,10,4,1714,1330,2236,1905,202,215,161,211,224,SFO,DFW,1464,6,35,0,211,0,0,0,0
500245,10,4,1518,1510,1700,1645,102,95,85,15,8,MSY,DFW,448,6,11,0,0,4,7,0,4
500927,10,4,1618,1550,2058,2040,160,170,143,18,28,LAX,SAT,1210,4,13,0,18,0,0,0,0
500957,10,4,1642,1555,2144,2120,182,205,160,24,47,SFO,DFW,1464,10,12,0,0,0,3,0,21
500983,10,4,1938,1800,2126,1959,168,179,149,87,98,BOS,ORD,867,6,13,0,0,0,87,0,0
501739,10,4,1435,1420,1810,1750,155,150,137,20,15,DFW,RDU,1062,6,12,0,5,0,5,0,10
501770,10,4,1131,1055,1355,1335,84,100,69,20,36,ELP,DFW,551,7,8,0,0,0,0,0,20
501894,10,4,938,805,1244,1130,126,145,113,74,93,DEN,ORD,888,6,7,0,74,0,0,0,0
501925,10,4,1524,1220,1835,1530,131,130,100,185,184,ORD,BOS,867,4,27,0,125,0,1,0,59
502045,10,4,1700,1630,1759,1730,59,60,36,29,30,DFW,AUS,190,4,19,0,29,0,0,0,0
502231,10,4,2058,1910,2257,2105,179,175,145,112,108,MCO,ORD,1005,7,27,0,0,0,91,0,21
502540,10,4,1900,1815,2016,1925,76,70,48,51,45,ORD,STL,258,5,23,0,0,0,16,0,35
502871,10,4,1408,1350,1749,1730,161,160,134,19,18,DFW,MIA,1121,6,21,0,18,0,1,0,0
503080,10,4,1904,1755,2140,2020,216,205,171,80,69,MIA,ORD,1197,6,39,0,0,0,80,0,0
503173,10,4,1727,1705,2019,1930,292,265,271,49,22,DFW,SEA,1660,7,14,0,22,0,27,0,0
503204,10,4,820,755,1118,1045,178,170,154,33,25,MIA,LGA,1097,4,20,0,25,0,8,0,0
503572,10,4,2233,2210,24,2350,231,220,214,34,23,DFW,SFO,1464,5,12,0,0,0,34,0,0
503932,10,4,2004,1925,2210,2140,186,195,164,30,39,MIA,ORD,1197,9,13,0,0,0,24,0,6
504822,10,4,2232,1905,123,2200,231,235,209,203,207,SJU,BDL,1666,5,17,0,193,0,0,0,10
504853,10,4,2054,1720,2127,1800,33,40,21,207,214,STT,SJU,68,4,8,0,0,0,0,0,207
505796,10,4,1949,1820,2059,1940,130,140,104,79,89,ATL,ORD,606,7,19,0,0,0,79,0,0
505910,10,4,702,630,940,920,98,110,77,20,32,COS,DFW,592,9,12,0,20,0,0,0,0
506030,10,4,2004,1850,2156,2035,232,225,214,81,74,DFW,SJC,1438,2,16,0,0,74,7,0,0
506121,10,4,2225,2055,133,5,128,130,104,88,90,ORD,BOS,867,5,19,0,65,0,23,0,0
506514,10,4,1551,1545,1754,1729,183,164,140,25,6,EWR,ORD,719,16,27,0,6,0,19,0,0
506958,10,4,1733,1620,2033,1935,120,135,94,58,73,ORD,EWR,719,8,18,0,49,0,0,0,9
507391,10,4,1721,1555,2138,2025,197,210,180,73,86,PHX,ORD,1440,7,10,0,0,0,73,0,0
507515,10,4,2351,2245,45,2340,54,55,37,65,66,DFW,TUL,237,4,13,0,65,0,0,0,0
507546,10,4,2132,1830,2245,2015,133,165,116,150,182,EWR,ORD,719,6,11,0,0,0,150,0,0
507577,10,4,1906,1745,2159,1925,173,100,67,154,81,MCI,ORD,403,6,100,0,0,0,139,0,15
507670,10,4,2014,1905,2240,2050,266,225,225,110,69,DFW,SFO,1464,4,37,0,0,0,95,0,15
507823,10,4,2054,1930,2312,2150,198,200,175,82,84,IAD,DFW,1172,11,12,0,0,0,0,0,82
508466,10,4,1342,1315,1557,1505,255,230,225,52,27,DFW,SFO,1464,8,22,0,0,0,52,0,0
508769,10,4,1525,1455,1924,1810,419,375,363,74,30,MIA,SFO,2585,4,52,0,0,0,74,0,0
508862,10,4,1408,1330,1720,1655,132,145,111,25,38,LAX,DEN,862,5,16,0,25,0,0,0,0
508893,10,4,1549,1445,1737,1640,168,175,150,57,64,MCO,DFW,984,7,11,0,0,0,0,0,57
508955,10,4,1229,1050,1448,1245,259,235,225,123,99,DFW,SFO,1464,6,28,0,0,0,123,0,0
509169,10,4,1021,930,1107,1015,106,105,81,52,51,DFW,ELP,551,3,22,0,3,0,1,0,48
509200,10,4,807,710,943,845,96,95,82,58,57,MEM,DFW,432,4,10,0,0,57,1,0,0
509290,10,4,1514,1340,2132,1959,258,259,216,93,94,SFO,ORD,1846,6,36,0,5,0,0,0,88
509773,10,4,1012,1000,1238,1210,266,250,232,28,12,ORD,RNO,1671,7,27,0,12,0,16,0,0
509803,10,4,2203,2000,122,2330,139,150,120,112,123,DFW,DTW,987,6,13,0,112,0,0,0,0
509950,10,4,1618,1600,1733,1715,75,75,50,18,18,STL,ORD,258,9,16,0,0,0,0,0,18
509977,10,4,2123,2020,2255,2155,152,155,125,60,63,EWR,ORD,719,10,17,0,0,0,10,0,50
510123,10,4,1651,1610,1758,1715,187,185,167,43,41,DFW,SAN,1171,4,16,0,41,0,2,0,0
510579,10,4,1810,1735,1947,1905,157,150,125,42,35,DEN,LAX,862,12,20,0,10,0,7,0,25
510609,10,4,2128,2030,2315,2150,107,80,70,85,58,LAX,SFO,337,5,32,0,0,0,85,0,0
510637,10,4,1328,1205,2100,1950,272,285,250,70,83,LAX,MIA,2342,8,14,0,8,0,0,0,62
510668,10,4,1915,1625,2113,1820,178,175,158,173,170,BOS,ORD,867,8,12,0,0,0,3,0,170
510699,10,4,2154,1935,41,2220,227,225,205,141,139,ORD,TUS,1437,5,17,0,0,0,8,0,133
511183,10,4,825,715,1343,1305,198,230,177,38,70,SEA,DFW,1660,8,13,0,38,0,0,0,0
511245,10,4,1818,1800,2103,2045,105,105,84,18,18,ORD,DCA,612,6,15,0,10,8,0,0,0
511307,10,4,1259,1230,1541,1515,162,165,151,26,29,ORD,AUS,978,2,9,0,0,0,0,0,26
511338,10,4,1634,1540,2223,2145,229,245,208,38,54,LAX,ORD,1745,5,16,0,0,0,38,0,0
511691,10,4,1250,1225,1400,1330,70,65,47,30,25,DFW,IAH,224,8,15,0,25,0,5,0,0
511722,10,4,1945,1835,2249,2110,304,275,256,99,70,ORD,SFO,1846,6,42,0,0,0,99,0,0
512133,10,4,2158,2005,2256,2120,118,135,98,96,113,RDU,ORD,647,7,13,0,0,0,47,0,49
512249,10,4,2006,1935,2154,2059,108,84,58,55,31,MSP,ORD,334,6,44,0,0,0,55,0,0
512274,10,4,1902,1840,2100,2035,178,175,150,25,22,MCO,DFW,984,9,19,0,11,0,3,0,11
512367,10,4,1938,1855,2035,1950,177,175,154,45,43,DFW,LAS,1055,6,17,0,43,0,2,0,0
512760,10,4,1415,1300,1728,1540,313,280,274,108,75,ORD,SFO,1846,3,36,0,0,0,108,0,0
512849,10,4,1226,1105,1513,1405,167,180,136,68,81,LGA,MCO,950,4,27,0,68,0,0,0,0
513462,10,4,1348,1340,1505,1450,197,190,172,15,8,DFW,ONT,1189,7,18,0,4,0,7,0,4
513492,10,4,1219,1150,1309,1250,50,60,34,19,29,OKC,DFW,175,6,10,0,12,0,0,0,7
513518,10,4,103,40,519,500,136,140,123,19,23,LAS,DFW,1055,5,8,0,0,0,0,0,19
513635,10,4,2219,2105,2346,2230,87,85,64,76,74,ORD,MCI,403,4,19,0,0,0,2,0,74
513941,10,4,2057,1855,2257,2115,240,260,223,102,122,ORD,SNA,1726,6,11,0,19,0,0,0,83
513999,10,4,1745,1735,2100,1929,255,174,153,91,10,TPA,ORD,1012,14,88,0,0,0,84,0,7
514097,10,4,2045,2000,2345,2300,120,120,107,45,45,BNA,LGA,764,5,8,0,0,0,0,0,45
514125,10,4,1835,1730,2018,1915,103,105,82,63,65,DFW,BNA,631,8,13,0,17,0,0,0,46
514215,10,4,1723,1655,2146,2100,203,185,170,46,28,ORD,FLL,1182,4,29,0,0,0,25,0,21
514246,10,4,1754,1740,2120,2045,266,245,227,35,14,SJU,JFK,1597,24,15,0,14,0,21,0,0
514370,10,4,1755,1700,2028,1929,153,149,132,59,55,MSY,ORD,837,9,12,0,0,0,53,0,6
514491,10,4,1425,1400,1546,1525,141,145,120,21,25,ATL,DFW,732,9,12,0,21,0,0,0,0
514786,10,4,1615,1515,2140,2050,205,215,180,50,60,LAS,ORD,1515,5,20,0,0,0,50,0,0
514817,10,4,2123,2025,34,2330,191,185,155,64,58,LGA,MIA,1097,20,16,0,47,0,6,0,11
514847,10,4,2036,2015,25,2355,169,160,145,30,21,DFW,IAD,1172,5,19,0,21,0,9,0,0
515116,10,4,1644,1505,2020,1850,156,165,139,90,99,DFW,IAD,1172,5,12,0,82,0,0,0,8
515333,10,4,1654,1615,1834,1735,100,80,66,59,39,LAX,SFO,337,8,26,0,0,0,59,0,0
515627,10,4,2131,2110,2308,2245,157,155,143,23,21,SJU,MIA,1045,3,11,0,20,0,2,0,1
516115,10,4,1211,1200,1509,1445,178,165,155,24,11,ORD,IAH,925,5,18,0,11,0,13,0,0
516356,10,4,1906,1805,2208,2110,122,125,100,58,61,DFW,IND,762,9,13,0,58,0,0,0,0
516995,10,4,1633,1615,1810,1755,97,100,77,15,18,DFW,STL,551,4,16,0,15,0,0,0,0
517025,10,4,1435,1410,1553,1525,78,75,43,28,25,IAH,DFW,224,18,17,0,0,0,3,0,25
